# G2400186.mdx  size=2,716,274 B  records=48731
0x00000a0f	session_02
0x001e91a5	did_de14_subfield_189_data_def_enum_1
0x001e91da	did_de14_subfield_189_data_def_enum_2
0x001e9211	did_de14_subfield_189_data_def
0x001e923e	did_DE14_subfield_189
0x001e9255	BHMDataAlert_PriorityID
0x001e9297	did_de14_subfield_190_data_def_enum_1
0x001e92cc	did_de14_subfield_190_data_def_enum_2
0x001e9303	did_de14_subfield_190_data_def
0x001e9330	did_DE14_subfield_190
0x001e9347	BHMDataAlert_status
0x001e9385	did_de14_subfield_191_data_def_enum_1
0x001e93ba	did_de14_subfield_191_data_def_enum_2
0x001e93ef	did_de14_subfield_191_data_def_enum_3
0x001e9424	did_de14_subfield_191_data_def_enum_4
0x001e945b	did_de14_subfield_191_data_def
0x001e9488	did_DE14_subfield_191
0x001e949f	GetWIRPolicyQuery_qosLevel
0x001e94e4	did_de14_subfield_192_data_def_enum_1
0x001e9515	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e9563	did_de14_subfield_192_data_def_enum_2
0x001e9598	did_de14_subfield_192_data_def_enum_3
0x001e95c9	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e9629	did_de14_subfield_192_data_def_enum_4
0x001e965a	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e96b4	did_de14_subfield_192_data_def_enum_5
0x001e96e5	Alert sent immediately; DRX continues; Connection time extended
0x001e9726	did_de14_subfield_192_data_def_enum_6
0x001e9757	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e97b1	did_de14_subfield_192_data_def_enum_7
0x001e97e2	Alert sent immediately; DRX continues; Connection time not extended
0x001e9827	did_de14_subfield_192_data_def_enum_8
0x001e985e	did_de14_subfield_192_data_def
0x001e988b	did_DE14_subfield_192
0x001e98a2	GetWIRPolicyQuery_inDRXStatus
0x001e98ea	did_de14_subfield_193_data_def_enum_1
0x001e991f	did_de14_subfield_193_data_def_enum_2
0x001e9956	did_de14_subfield_193_data_def
0x001e9983	did_DE14_subfield_193
0x001e999a	GetWIRPolicyQuery_inRoamingStatus
0x001e99e6	did_de14_subfield_194_data_def_enum_1
0x001e9a1b	did_de14_subfield_194_data_def_enum_2
0x001e9a52	did_de14_subfield_194_data_def
0x001e9a7f	did_DE14_subfield_194
0x001e9a96	GetWIRPolicyQuery_PriorityID
0x001e9add	did_de14_subfield_195_data_def_enum_1
0x001e9b12	did_de14_subfield_195_data_def_enum_2
0x001e9b49	did_de14_subfield_195_data_def
0x001e9b76	did_DE14_subfield_195
0x001e9b8d	GetWIRPolicyQuery_status
0x001e9bd0	did_de14_subfield_196_data_def_enum_1
0x001e9c05	did_de14_subfield_196_data_def_enum_2
0x001e9c3a	did_de14_subfield_196_data_def_enum_3
0x001e9c6f	did_de14_subfield_196_data_def_enum_4
0x001e9ca6	did_de14_subfield_196_data_def
0x001e9cd3	did_DE14_subfield_196
0x001e9cea	WIRPolicySyncAlert_qosLevel
0x001e9d30	did_de14_subfield_197_data_def_enum_1
0x001e9d61	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e9daf	did_de14_subfield_197_data_def_enum_2
0x001e9de4	did_de14_subfield_197_data_def_enum_3
0x001e9e15	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e9e75	did_de14_subfield_197_data_def_enum_4
0x001e9ea6	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e9f00	did_de14_subfield_197_data_def_enum_5
0x001e9f31	Alert sent immediately; DRX continues; Connection time extended
0x001e9f72	did_de14_subfield_197_data_def_enum_6
0x001e9fa3	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e9ffd	did_de14_subfield_197_data_def_enum_7
0x001ea02e	Alert sent immediately; DRX continues; Connection time not extended
0x001ea073	did_de14_subfield_197_data_def_enum_8
0x001ea0aa	did_de14_subfield_197_data_def
0x001ea0d7	did_DE14_subfield_197
0x001ea0ee	WIRPolicySyncAlert_inDRXStatus
0x001ea137	did_de14_subfield_198_data_def_enum_1
0x001ea16c	did_de14_subfield_198_data_def_enum_2
0x001ea1a3	did_de14_subfield_198_data_def
0x001ea1d0	did_DE14_subfield_198
0x001ea1e7	WIRPolicySyncAlert_inRoamingStatus
0x001ea234	did_de14_subfield_199_data_def_enum_1
0x001ea269	did_de14_subfield_199_data_def_enum_2
0x001ea2a0	did_de14_subfield_199_data_def
0x001ea2cd	did_DE14_subfield_199
0x001ea2e4	WIRPolicySyncAlert_PriorityID
0x001ea32c	did_de14_subfield_200_data_def_enum_1
0x001ea361	did_de14_subfield_200_data_def_enum_2
0x001ea398	did_de14_subfield_200_data_def
0x001ea3c5	did_DE14_subfield_200
0x001ea3dc	WIRPolicySyncAlert_status
0x001ea420	did_de14_subfield_201_data_def_enum_1
0x001ea455	did_de14_subfield_201_data_def_enum_2
0x001ea48a	did_de14_subfield_201_data_def_enum_3
0x001ea4bf	did_de14_subfield_201_data_def_enum_4
0x001ea4f6	did_de14_subfield_201_data_def
0x001ea523	did_DE14_subfield_201
0x001ea53a	RemoteResetAlert_qosLevel
0x001ea57e	did_de14_subfield_202_data_def_enum_1
0x001ea5af	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001ea5fd	did_de14_subfield_202_data_def_enum_2
0x001ea632	did_de14_subfield_202_data_def_enum_3
0x001ea663	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001ea6c3	did_de14_subfield_202_data_def_enum_4
0x001ea6f4	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001ea74e	did_de14_subfield_202_data_def_enum_5
0x001ea77f	Alert sent immediately; DRX continues; Connection time extended
0x001ea7c0	did_de14_subfield_202_data_def_enum_6
0x001ea7f1	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001ea84b	did_de14_subfield_202_data_def_enum_7
0x001ea87c	Alert sent immediately; DRX continues; Connection time not extended
0x001ea8c1	did_de14_subfield_202_data_def_enum_8
0x001ea8f8	did_de14_subfield_202_data_def
0x001ea925	did_DE14_subfield_202
0x001ea93c	RemoteResetAlert_inDRXStatus
0x001ea983	did_de14_subfield_203_data_def_enum_1
0x001ea9b8	did_de14_subfield_203_data_def_enum_2
0x001ea9ef	did_de14_subfield_203_data_def
0x001eaa1c	did_DE14_subfield_203
0x001eaa33	RemoteResetAlert_inRoamingStatus
0x001eaa7e	did_de14_subfield_204_data_def_enum_1
0x001eaab3	did_de14_subfield_204_data_def_enum_2
0x001eaaea	did_de14_subfield_204_data_def
0x001eab17	did_DE14_subfield_204
0x001eab2e	RemoteResetAlert_PriorityID
0x001eab74	did_de14_subfield_205_data_def_enum_1
0x001eaba9	did_de14_subfield_205_data_def_enum_2
0x001eabe0	did_de14_subfield_205_data_def
0x001eac0d	did_DE14_subfield_205
0x001eac24	RemoteResetAlert_status
0x001eac66	did_de14_subfield_206_data_def_enum_1
0x001eac9b	did_de14_subfield_206_data_def_enum_2
0x001eacd0	did_de14_subfield_206_data_def_enum_3
0x001ead05	did_de14_subfield_206_data_def_enum_4
0x001ead3c	did_de14_subfield_206_data_def
0x001ead69	did_DE14_subfield_206
0x001ead80	GeoFenceCrossingStatusAlert_qosLevel
0x001eadcf	did_de14_subfield_207_data_def_enum_1
0x001eae00	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001eae4e	did_de14_subfield_207_data_def_enum_2
0x001eae83	did_de14_subfield_207_data_def_enum_3
0x001eaeb4	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001eaf14	did_de14_subfield_207_data_def_enum_4
0x001eaf45	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001eaf9f	did_de14_subfield_207_data_def_enum_5
0x001eafd0	Alert sent immediately; DRX continues; Connection time extended
0x001eb011	did_de14_subfield_207_data_def_enum_6
0x001eb042	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001eb09c	did_de14_subfield_207_data_def_enum_7
0x001eb0cd	Alert sent immediately; DRX continues; Connection time not extended
0x001eb112	did_de14_subfield_207_data_def_enum_8
0x001eb149	did_de14_subfield_207_data_def
0x001eb176	did_DE14_subfield_207
0x001eb18d	GeoFenceCrossingStatusAlert_inDRXStatus
0x001eb1df	did_de14_subfield_208_data_def_enum_1
0x001eb214	did_de14_subfield_208_data_def_enum_2
0x001eb24b	did_de14_subfield_208_data_def
0x001eb278	did_DE14_subfield_208
0x001eb28f	GeoFenceCrossingStatusAlert_inRoamingStatus
0x001eb2e5	did_de14_subfield_209_data_def_enum_1
0x001eb31a	did_de14_subfield_209_data_def_enum_2
0x001eb351	did_de14_subfield_209_data_def
0x001eb37e	did_DE14_subfield_209
0x001eb395	GeoFenceCrossingStatusAlert_PriorityID
0x001eb3e6	did_de14_subfield_210_data_def_enum_1
0x001eb41b	did_de14_subfield_210_data_def_enum_2
0x001eb452	did_de14_subfield_210_data_def
0x001eb47f	did_DE14_subfield_210
0x001eb496	GeoFenceCrossingStatusAlert_status
0x001eb4e3	did_de14_subfield_211_data_def_enum_1
0x001eb518	did_de14_subfield_211_data_def_enum_2
0x001eb54d	did_de14_subfield_211_data_def_enum_3
0x001eb582	did_de14_subfield_211_data_def_enum_4
0x001eb5b9	did_de14_subfield_211_data_def
0x001eb5e6	did_DE14_subfield_211
0x001eb5fd	RearSeatOccupiedAlert_qosLevel
0x001eb646	did_de14_subfield_212_data_def_enum_1
0x001eb677	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001eb6c5	did_de14_subfield_212_data_def_enum_2
0x001eb6fa	did_de14_subfield_212_data_def_enum_3
0x001eb72b	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001eb78b	did_de14_subfield_212_data_def_enum_4
0x001eb7bc	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001eb816	did_de14_subfield_212_data_def_enum_5
0x001eb847	Alert sent immediately; DRX continues; Connection time extended
0x001eb888	did_de14_subfield_212_data_def_enum_6
0x001eb8b9	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001eb913	did_de14_subfield_212_data_def_enum_7
0x001eb944	Alert sent immediately; DRX continues; Connection time not extended
0x001eb989	did_de14_subfield_212_data_def_enum_8
0x001eb9c0	did_de14_subfield_212_data_def
0x001eb9ed	did_DE14_subfield_212
0x001eba04	RearSeatOccupiedAlert_inDRXStatus
0x001eba50	did_de14_subfield_213_data_def_enum_1
0x001eba85	did_de14_subfield_213_data_def_enum_2
0x001ebabc	did_de14_subfield_213_data_def
0x001ebae9	did_DE14_subfield_213
0x001ebb00	RearSeatOccupiedAlert_inRoamingStatus
0x001ebb50	did_de14_subfield_214_data_def_enum_1
0x001ebb85	did_de14_subfield_214_data_def_enum_2
0x001ebbbc	did_de14_subfield_214_data_def
0x001ebbe9	did_DE14_subfield_214
0x001ebc00	RearSeatOccupiedAlert_PriorityID
0x001ebc4b	did_de14_subfield_215_data_def_enum_1
0x001ebc80	did_de14_subfield_215_data_def_enum_2
0x001ebcb7	did_de14_subfield_215_data_def
0x001ebce4	did_DE14_subfield_215
0x001ebcfb	RearSeatOccupiedAlert_status
0x001ebd42	did_de14_subfield_216_data_def_enum_1
0x001ebd77	did_de14_subfield_216_data_def_enum_2
0x001ebdac	did_de14_subfield_216_data_def_enum_3
0x001ebde1	did_de14_subfield_216_data_def_enum_4
0x001ebe18	did_de14_subfield_216_data_def
0x001ebe45	did_DE14_subfield_216
0x001ebe5c	RearSeatClearedAlert_qosLevel
0x001ebea4	did_de14_subfield_217_data_def_enum_1
0x001ebed5	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001ebf23	did_de14_subfield_217_data_def_enum_2
0x001ebf58	did_de14_subfield_217_data_def_enum_3
0x001ebf89	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001ebfe9	did_de14_subfield_217_data_def_enum_4
0x001ec01a	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001ec074	did_de14_subfield_217_data_def_enum_5
0x001ec0a5	Alert sent immediately; DRX continues; Connection time extended
0x001ec0e6	did_de14_subfield_217_data_def_enum_6
0x001ec117	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001ec171	did_de14_subfield_217_data_def_enum_7
0x001ec1a2	Alert sent immediately; DRX continues; Connection time not extended
0x001ec1e7	did_de14_subfield_217_data_def_enum_8
0x001ec21e	did_de14_subfield_217_data_def
0x001ec24b	did_DE14_subfield_217
0x001ec262	RearSeatClearedAlert_inDRXStatus
0x001ec2ad	did_de14_subfield_218_data_def_enum_1
0x001ec2e2	did_de14_subfield_218_data_def_enum_2
0x001ec319	did_de14_subfield_218_data_def
0x001ec346	did_DE14_subfield_218
0x001ec35d	RearSeatClearedAlert_inRoamingStatus
0x001ec3ac	did_de14_subfield_219_data_def_enum_1
0x001ec3e1	did_de14_subfield_219_data_def_enum_2
0x001ec418	did_de14_subfield_219_data_def
0x001ec445	did_DE14_subfield_219
0x001ec45c	RearSeatClearedAlert_PriorityID
0x001ec4a6	did_de14_subfield_220_data_def_enum_1
0x001ec4db	did_de14_subfield_220_data_def_enum_2
0x001ec512	did_de14_subfield_220_data_def
0x001ec53f	did_DE14_subfield_220
0x001ec556	RearSeatClearedAlert_status
0x001ec59c	did_de14_subfield_221_data_def_enum_1
0x001ec5d1	did_de14_subfield_221_data_def_enum_2
0x001ec606	did_de14_subfield_221_data_def_enum_3
0x001ec63b	did_de14_subfield_221_data_def_enum_4
0x001ec672	did_de14_subfield_221_data_def
0x001ec69f	did_DE14_subfield_221
0x001ec6b6	RealTimeCollisionStatusAlert_qosLevel
0x001ec706	did_de14_subfield_222_data_def_enum_1
0x001ec737	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001ec785	did_de14_subfield_222_data_def_enum_2
0x001ec7ba	did_de14_subfield_222_data_def_enum_3
0x001ec7eb	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001ec84b	did_de14_subfield_222_data_def_enum_4
0x001ec87c	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001ec8d6	did_de14_subfield_222_data_def_enum_5
0x001ec907	Alert sent immediately; DRX continues; Connection time extended
0x001ec948	did_de14_subfield_222_data_def_enum_6
0x001ec979	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001ec9d3	did_de14_subfield_222_data_def_enum_7
0x001eca04	Alert sent immediately; DRX continues; Connection time not extended
0x001eca49	did_de14_subfield_222_data_def_enum_8
0x001eca80	did_de14_subfield_222_data_def
0x001ecaad	did_DE14_subfield_222
0x001ecac4	RealTimeCollisionStatusAlert_inDRXStatus
0x001ecb17	did_de14_subfield_223_data_def_enum_1
0x001ecb4c	did_de14_subfield_223_data_def_enum_2
0x001ecb83	did_de14_subfield_223_data_def
0x001ecbb0	did_DE14_subfield_223
0x001ecbc7	RealTimeCollisionStatusAlert_inRoamingStatus
0x001ecc1e	did_de14_subfield_224_data_def_enum_1
0x001ecc53	did_de14_subfield_224_data_def_enum_2
0x001ecc8a	did_de14_subfield_224_data_def
0x001eccb7	did_DE14_subfield_224
0x001eccce	RealTimeCollisionStatusAlert_PriorityID
0x001ecd20	did_de14_subfield_225_data_def_enum_1
0x001ecd55	did_de14_subfield_225_data_def_enum_2
0x001ecd8c	did_de14_subfield_225_data_def
0x001ecdb9	did_DE14_subfield_225
0x001ecdd0	RealTimeCollisionStatusAlert_status
0x001ece1e	did_de14_subfield_226_data_def_enum_1
0x001ece53	did_de14_subfield_226_data_def_enum_2
0x001ece88	did_de14_subfield_226_data_def_enum_3
0x001ecebd	did_de14_subfield_226_data_def_enum_4
0x001ecef4	did_de14_subfield_226_data_def
0x001ecf21	did_DE14_subfield_226
0x001ecf38	DoorAjarInDriveAlert_qosLevel
0x001ecf80	did_de14_subfield_227_data_def_enum_1
0x001ecfb1	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001ecfff	did_de14_subfield_227_data_def_enum_2
0x001ed034	did_de14_subfield_227_data_def_enum_3
0x001ed065	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001ed0c5	did_de14_subfield_227_data_def_enum_4
0x001ed0f6	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001ed150	did_de14_subfield_227_data_def_enum_5
0x001ed181	Alert sent immediately; DRX continues; Connection time extended
0x001ed1c2	did_de14_subfield_227_data_def_enum_6
0x001ed1f3	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001ed24d	did_de14_subfield_227_data_def_enum_7
0x001ed27e	Alert sent immediately; DRX continues; Connection time not extended
0x001ed2c3	did_de14_subfield_227_data_def_enum_8
0x001ed2fa	did_de14_subfield_227_data_def
0x001ed327	did_DE14_subfield_227
0x001ed33e	DoorAjarInDriveAlert_inDRXStatus
0x001ed389	did_de14_subfield_228_data_def_enum_1
0x001ed3be	did_de14_subfield_228_data_def_enum_2
0x001ed3f5	did_de14_subfield_228_data_def
0x001ed422	did_DE14_subfield_228
0x001ed439	DoorAjarInDriveAlert_inRoamingStatus
0x001ed488	did_de14_subfield_229_data_def_enum_1
0x001ed4bd	did_de14_subfield_229_data_def_enum_2
0x001ed4f4	did_de14_subfield_229_data_def
0x001ed521	did_DE14_subfield_229
0x001ed538	DoorAjarInDriveAlert_PriorityID
0x001ed582	did_de14_subfield_230_data_def_enum_1
0x001ed5b7	did_de14_subfield_230_data_def_enum_2
0x001ed5ee	did_de14_subfield_230_data_def
0x001ed61b	did_DE14_subfield_230
0x001ed632	DoorAjarInDriveAlert_status
0x001ed678	did_de14_subfield_231_data_def_enum_1
0x001ed6ad	did_de14_subfield_231_data_def_enum_2
0x001ed6e2	did_de14_subfield_231_data_def_enum_3
0x001ed717	did_de14_subfield_231_data_def_enum_4
0x001ed74e	did_de14_subfield_231_data_def
0x001ed77b	did_DE14_subfield_231
0x001ed792	WiFiNetworkUsageAlert_qosLevel
0x001ed7db	did_de14_subfield_232_data_def_enum_1
0x001ed80c	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001ed85a	did_de14_subfield_232_data_def_enum_2
0x001ed88f	did_de14_subfield_232_data_def_enum_3
0x001ed8c0	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001ed920	did_de14_subfield_232_data_def_enum_4
0x001ed951	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001ed9ab	did_de14_subfield_232_data_def_enum_5
0x001ed9dc	Alert sent immediately; DRX continues; Connection time extended
0x001eda1d	did_de14_subfield_232_data_def_enum_6
0x001eda4e	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001edaa8	did_de14_subfield_232_data_def_enum_7
0x001edad9	Alert sent immediately; DRX continues; Connection time not extended
0x001edb1e	did_de14_subfield_232_data_def_enum_8
0x001edb55	did_de14_subfield_232_data_def
0x001edb82	did_DE14_subfield_232
0x001edb99	WiFiNetworkUsageAlert_inDRXStatus
0x001edbe5	did_de14_subfield_233_data_def_enum_1
0x001edc1a	did_de14_subfield_233_data_def_enum_2
0x001edc51	did_de14_subfield_233_data_def
0x001edc7e	did_DE14_subfield_233
0x001edc95	WiFiNetworkUsageAlert_inRoamingStatus
0x001edce5	did_de14_subfield_234_data_def_enum_1
0x001edd1a	did_de14_subfield_234_data_def_enum_2
0x001edd51	did_de14_subfield_234_data_def
0x001edd7e	did_DE14_subfield_234
0x001edd95	WiFiNetworkUsageAlert_PriorityID
0x001edde0	did_de14_subfield_235_data_def_enum_1
0x001ede15	did_de14_subfield_235_data_def_enum_2
0x001ede4c	did_de14_subfield_235_data_def
0x001ede79	did_DE14_subfield_235
0x001ede90	WiFiNetworkUsageAlert_status
0x001eded7	did_de14_subfield_236_data_def_enum_1
0x001edf0c	did_de14_subfield_236_data_def_enum_2
